weight logl omega_b H0 logA omega_cdm n_s z_reio A_planck A_act P_act Tcal Ecal m_ncdm
0.000000000000000000e+00 -2.806465301416306465e+04 2.182279242401092070e-02 7.498238329242701639e+01 3.108984707184954122e+00 1.296525680227477162e-01 9.789865128296225683e-01 4.293129635580990922e+00 1.009504795949784484e+00 1.005834124847617916e+00 1.011001052481467877e+00 9.940929099250337408e-01 1.014347575817970748e+00 4.035151025228936317e-01
0.000000000000000000e+00 -2.784321456453187056e+04 2.059137212934466707e-02 7.295889429858533504e+01 2.950173650593166386e+00 1.377867566819833689e-01 9.774033153925079098e-01 7.317295519924188696e+00 9.941138903026156548e-01 1.008227010683026448e+00 9.912300664433097985e-01 1.003072684304202378e+00 9.650160184917230266e-01 3.705812982455262139e-01
0.000000000000000000e+00 -2.778919693848678071e+04 2.167279879014072375e-02 7.060002462772503407e+01 3.173035029319089873e+00 1.308488876196668149e-01 9.703890365638846438e-01 4.573665772359271742e+00 1.008652017604585005e+00 1.003712290639210192e+00 9.164989412689418247e-01 1.017023951546439875e+00 9.962209370720678248e-01 4.272498627132674254e-01
0.000000000000000000e+00 -2.759570816609578833e+04 2.090098066338982180e-02 7.403558004988077812e+01 2.933854163002343807e+00 1.388449125096535008e-01 9.226818549002914205e-01 7.137331499794267842e+00 9.928872058091250397e-01 9.939604743000458598e-01 1.084358036755456611e+00 9.903113463347569256e-01 1.005509327634344308e+00 2.140044047207662059e-01
0.000000000000000000e+00 -2.758238767341633502e+04 2.079581854218288950e-02 7.139474862950180523e+01 3.195454357547659718e+00 1.296637551278688738e-01 9.271383746440930995e-01 4.993172299512472101e+00 9.965932207939678378e-01 9.968820435875734853e-01 1.002984556686571604e+00 1.017496232983634563e+00 1.035320482997446501e+00 2.809618950824618322e-01
0.000000000000000000e+00 -2.719560192544162783e+04 2.246670543875070591e-02 7.587639285833188296e+01 3.208440645762134391e+00 1.086097987820552058e-01 9.356680433250561535e-01 5.242681048692317880e+00 9.967885671635435818e-01 1.013546799428218348e+00 9.276160361861582881e-01 1.009882150526808298e+00 1.017155415525583306e+00 3.197718881212377462e-01
0.000000000000000000e+00 -2.719292907712647502e+04 2.134247919024365517e-02 7.748107021272411998e+01 3.065564801027644393e+00 1.339209071526561157e-01 9.218489374994662811e-01 9.865706570276824294e+00 9.880235178005425389e-01 1.003538677877347629e+00 1.099177116055680248e+00 1.010365754712304387e+00 1.006018225305107316e+00 1.391421934199422727e-01
0.000000000000000000e+00 -2.683688516546792016e+04 2.062238452861653304e-02 7.263148928334513243e+01 3.013184893993280600e+00 1.353431578921503453e-01 9.613431808812525903e-01 4.595104635812137239e+00 9.900374845192863038e-01 9.911598176965962237e-01 1.099481743206056183e+00 9.829197608725499524e-01 1.001388823086948321e+00 5.544474983596737738e-01
0.000000000000000000e+00 -2.669829213649815210e+04 2.332363023834576818e-02 7.348822741711315132e+01 3.203530194968389200e+00 1.299396536751585285e-01 9.849791517327621815e-01 9.656926229565600650e+00 1.009710910202761269e+00 1.010228652487592527e+00 9.153255508173395727e-01 9.900734084836236848e-01 9.808700290266231248e-01 5.780879937851245431e-01
0.000000000000000000e+00 -2.661048326195011396e+04 2.436342654405307395e-02 7.580633105182654674e+01 2.922484313301048076e+00 1.313058879741494933e-01 9.776157630435897694e-01 7.036232380753965288e+00 1.012079701262452058e+00 1.008226833581793880e+00 1.040144974097482189e+00 9.948530244930564592e-01 1.010374104793663408e+00 5.363891085942656956e-01
