weight logl omega_b H0 logA omega_cdm n_s z_reio A_planck A_act P_act Tcal Ecal m_ncdm
0.000000000000000000e+00 -2.845249380844154803e+04 3.371196655659643993e-01 6.515778161199334839e-01 8.346535718548497851e-01 6.090961707540468728e-01 9.667098956713242597e-01 5.590867285462202130e-01 8.056055913950941338e-01 2.443452258680055555e-01 3.641305986705907216e-01 7.875160428477522290e-01 1.968283618030709503e-01 9.232489640081781301e-01
0.000000000000000000e+00 -2.830621613631219952e+04 3.461322936593524968e-02 9.441609349067656698e-01 4.101746915971571372e-01 6.094044955843440636e-01 5.562751302767451334e-01 9.797361611913569801e-01 8.068853509504385624e-01 9.162334093012014513e-02 9.437705210966259584e-01 9.213432451703155168e-01 6.405385413320474619e-01 6.920006609656373930e-01
0.000000000000000000e+00 -2.821753322891391508e+04 6.193447368215055926e-01 9.461456089540783987e-01 9.821495847833290327e-01 3.753614832126587197e-01 1.327867160813739345e-01 5.679002938635439035e-01 6.571509713030798672e-02 7.075163924204589394e-01 1.816403304717043588e-01 3.805565511394567446e-01 1.108036854203788835e-01 4.915692109192565384e-01
0.000000000000000000e+00 -2.816282110358212594e+04 4.783789724776682517e-01 5.743187860340329687e-01 5.706706395065684889e-01 9.611323320198102982e-01 7.196586629015359060e-01 2.559967141599945872e-01 7.603467455684032039e-01 6.640624248826985099e-01 6.900381683538558963e-02 1.628119695989690419e-01 9.549855630497615655e-01 7.328850802434689893e-01
0.000000000000000000e+00 -2.796901663915113750e+04 8.513210552203996917e-01 4.768748533090537700e-01 9.770071983252520686e-01 9.335638649919997256e-01 3.783384665515463485e-01 2.674272271757072161e-01 3.580328738558062884e-01 8.921929102592455196e-01 9.385280489230158896e-01 9.940762295456426756e-01 1.727672094366690114e-01 9.912393780694931378e-01
0.000000000000000000e+00 -2.794742917815683177e+04 1.799053298023292058e-01 7.390469263990766535e-01 4.121166896015103775e-01 8.426289452296774618e-01 4.582523498632714576e-01 2.752580532845197991e-01 5.204782886839757206e-01 1.401012871923241754e-01 6.380302082916302631e-01 5.732084771051466632e-01 7.308421152991693148e-01 6.881221935693045966e-01
0.000000000000000000e+00 -2.786810569290913554e+04 1.182744258689332195e-01 6.399210213275238202e-01 1.433532874090464038e-01 9.446689170495838894e-01 5.218483217500716753e-01 4.146619399905235870e-01 2.645556121046269693e-01 7.742336894342166653e-01 4.561503322165485486e-01 5.684339488686485087e-01 1.878980043635514185e-02 6.176354970758770602e-01
0.000000000000000000e+00 -2.763132514133551740e+04 1.209454761710956339e-01 9.435062887887608607e-01 5.288516469177964030e-01 6.850433600510501542e-01 3.021609960036558684e-01 2.404111879800232554e-01 9.279551243193917553e-01 4.298366182802930702e-01 2.849878547032084208e-01 4.579159553734686305e-01 5.168941326285919624e-01 1.593510925725405425e-01
0.000000000000000000e+00 -2.756327611542338491e+04 2.177711428031170460e-02 6.143993485990238979e-01 9.665769794490919331e-01 7.207150083205897673e-01 9.704680763750019867e-01 9.852065810135791635e-01 9.723750595748635872e-01 5.276479904772992668e-01 7.851869552109911332e-01 3.635870114556083443e-01 3.389692980769725139e-01 7.393127826194966223e-01
0.000000000000000000e+00 -2.752408996290292635e+04 9.265473478581346400e-01 9.918361199414083007e-01 3.436645902589139379e-01 7.484186650199675661e-01 8.731666153742934089e-01 9.453577599829002809e-01 2.990751110587066552e-01 1.964332186105024469e-01 3.005031613857667150e-01 8.811187988481612443e-01 3.542612060402130503e-01 7.162495227210929905e-01
