logz logzerr logvol nlive logl logwt insert_order
-1.640494855399525113e+04 1.737276099125992346e+01 -3.625000000000002665e-01 4.000000000000000000e+02 -1.627126848986904406e+04 -1.627762370415573605e+04 9.300000000000000488e-01
-1.627762370415573605e+04 5.520401271274891997e+01 -3.650000000000002687e-01 4.000000000000000000e+02 -1.626501175585583769e+04 -1.627136947014252837e+04 1.840000000000000080e+00
-1.627136754968993228e+04 3.649544538946246774e+01 -3.675000000000002709e-01 4.000000000000000000e+02 -1.622883671694678742e+04 -1.623519693123347861e+04 9.549999999999999600e-01
-1.623519693123347861e+04 4.643624356093746286e+01 -3.700000000000002731e-01 4.000000000000000000e+02 -1.611789594013386341e+04 -1.612425865442055510e+04 1.604999999999999982e+00
-1.612425865442055510e+04 8.701849690432085538e+01 -3.725000000000002753e-01 4.000000000000000000e+02 -1.598547304018802060e+04 -1.599183825447471281e+04 1.165000000000000036e+00
-1.599183825447471281e+04 9.405972274498847696e+01 -3.750000000000002776e-01 4.000000000000000000e+02 -1.595132964733074368e+04 -1.595769736161743458e+04 7.249999999999999778e-01
-1.595769736161743458e+04 7.551700830957437915e+01 -3.775000000000002798e-01 4.000000000000000000e+02 -1.586169646692749666e+04 -1.586806668121418807e+04 9.799999999999999822e-01
-1.586806668121418807e+04 1.096116543553457445e+00 -3.800000000000002820e-01 4.000000000000000000e+02 -1.584026310280750477e+04 -1.584663581709419668e+04 7.199999999999999734e-01
-1.584663581709370374e+04 9.562905542049275454e+00 -3.825000000000002842e-01 4.000000000000000000e+02 -1.574541360381372942e+04 -1.575178881810042003e+04 1.120000000000000107e+00
-1.575178881810042003e+04 4.902542414537106907e+01 -3.850000000000002864e-01 4.000000000000000000e+02 -1.566182082787289073e+04 -1.566819854215958185e+04 1.950000000000000067e-01
-1.566819854215958185e+04 5.245296595578437149e+01 -3.875000000000002887e-01 4.000000000000000000e+02 -1.556736751556383751e+04 -1.557374772985052914e+04 1.679999999999999938e+00
